APY,APY_BASE,APY_REWARD,TVL,DATE
4.62266,4.62266,,395404704,2023-06-11T23:01:22.579Z
4.61854,4.61854,,392635416,2023-06-12T23:01:52.726Z
4.57221,4.57221,,391787751,2023-06-13T23:01:21.225Z
4.66699,4.66699,,372790047,2023-06-14T23:01:36.565Z
5.23151,5.23151,,377484109,2023-06-15T23:01:48.694Z
5.2444,5.2444,,390620526,2023-06-16T23:01:26.747Z
5.24117,5.24117,,393407030,2023-06-17T23:01:36.677Z
5.22562,5.22562,,393055770,2023-06-18T23:01:35.167Z
5.22158,5.22158,,395064770,2023-06-19T23:01:40.816Z
5.2088,5.2088,,408313761,2023-06-20T23:01:46.594Z
5.15939,5.15939,,431970215,2023-06-21T23:01:52.239Z
5.21616,5.21616,,429621905,2023-06-22T23:01:37.326Z
5.21058,5.21058,,432947249,2023-06-23T23:01:30.020Z
5.18968,5.18968,,430343005,2023-06-24T23:01:42.255Z
5.11715,5.11715,,441021587,2023-06-25T23:01:38.902Z
5.07422,5.07422,,431387866,2023-06-26T23:01:45.206Z
5.05936,5.05936,,438540975,2023-06-27T23:01:52.545Z
5.06755,5.06755,,425174497,2023-06-28T23:01:45.190Z
4.92257,4.92257,,433104595,2023-06-29T23:01:20.434Z
4.95165,4.95165,,452274180,2023-06-30T23:01:45.913Z
4.96042,4.96042,,449754938,2023-07-01T23:01:50.058Z
4.94432,4.94432,,454621524,2023-07-02T23:01:47.015Z
4.94884,4.94884,,458233844,2023-07-03T23:01:45.227Z
4.93785,4.93785,,455711135,2023-07-04T23:01:43.750Z
4.94742,4.94742,,448283001,2023-07-05T23:01:36.622Z
5.26845,5.26845,,439406053,2023-07-06T23:01:28.758Z
5.27182,5.27182,,439313716,2023-07-07T23:01:55.601Z
5.26647,5.26647,,437775836,2023-07-08T23:01:37.421Z
5.24869,5.24869,,439603386,2023-07-09T23:01:38.528Z
5.25059,5.25059,,442677402,2023-07-10T23:01:36.188Z
5.20466,5.20466,,445208838,2023-07-11T23:01:18.112Z
5.20043,5.20043,,445105016,2023-07-12T23:01:48.979Z
5.45822,5.45822,,474613999,2023-07-13T23:01:53.959Z
5.43896,5.43896,,459503586,2023-07-14T23:01:48.301Z
5.42902,5.42902,,460027522,2023-07-15T23:01:52.085Z
5.41903,5.41903,,461185063,2023-07-16T23:01:49.857Z
5.42626,5.42626,,456286899,2023-07-17T23:01:40.422Z
5.43037,5.43037,,453597930,2023-07-18T23:01:48.284Z
5.35269,5.35269,,453389354,2023-07-19T23:01:45.123Z
5.3109,5.3109,,455493750,2023-07-20T23:01:37.470Z
5.2824,5.2824,,455628557,2023-07-21T23:01:40.162Z
5.25781,5.25781,,454361413,2023-07-22T23:01:50.309Z
5.24095,5.24095,,455096749,2023-07-23T23:01:39.948Z
5.33192,5.33192,,446856799,2023-07-24T23:01:51.791Z
5.22022,5.22022,,450156400,2023-07-25T23:01:23.158Z
5.21816,5.21816,,454421772,2023-07-26T23:01:33.493Z
5.03685,5.03685,,450880750,2023-07-27T23:01:33.968Z
5.04083,5.04083,,455500935,2023-07-28T23:01:49.470Z
5.04553,5.04553,,458381581,2023-07-29T23:01:34.949Z
5.11149,5.11149,,453354021,2023-07-30T23:01:36.861Z
