APY,APY_BASE,APY_REWARD,TVL,DATE
3.4029,3.4029,,2273226003,2023-04-10T23:01:27.453Z
3.52098,3.52098,,2259467530,2023-04-11T23:01:42.379Z
4.32875,4.32875,,2281965351,2023-04-12T23:01:35.979Z
3.74699,3.74699,,2316984458,2023-04-13T23:01:51.031Z
2.61518,2.61518,,2413903657,2023-04-14T23:01:33.317Z
4.90498,4.90498,,2412732771,2023-04-15T23:12:26.014Z
3.56015,3.56015,,2459335521,2023-04-16T23:01:29.966Z
4.36377,4.36377,,2406564145,2023-04-17T23:01:26.641Z
3.76649,3.76649,,2422237225,2023-04-18T23:01:18.840Z
5.98303,5.98303,,2281099954,2023-04-19T23:01:16.210Z
5.73357,5.73357,,2210601621,2023-04-20T23:01:45.323Z
4.86543,4.86543,,2102742591,2023-04-21T23:01:31.608Z
4.08476,4.08476,,2146444108,2023-04-22T23:01:36.969Z
4.29344,4.29344,,2129434947,2023-04-23T23:01:28.028Z
3.90068,3.90068,,2104572718,2023-04-24T23:01:25.762Z
4.19436,4.19436,,2147657678,2023-04-25T23:01:26.603Z
3.90383,3.90383,,2146652301,2023-04-26T23:01:31.985Z
4.27666,4.27666,,2205122938,2023-04-27T23:01:24.218Z
4.14047,4.14047,,2201443424,2023-04-28T23:02:03.395Z
3.77302,3.77302,,2221754502,2023-04-29T23:01:13.653Z
4.02119,4.02119,,2213852992,2023-04-30T23:01:20.657Z
5.09521,5.09521,,2118976468,2023-05-01T23:01:34.454Z
5.20937,5.20937,,2173918015,2023-05-02T23:01:21.771Z
5.37485,5.37485,,2215687123,2023-05-03T23:01:33.761Z
4.58332,4.58332,,2172286508,2023-05-04T23:01:24.574Z
5.89235,5.89235,,2302006790,2023-05-05T23:01:17.334Z
6.94473,6.94473,,2195670268,2023-05-06T23:01:25.446Z
6.88989,6.88989,,2207595736,2023-05-07T23:01:33.875Z
7.1593,7.1593,,2117943008,2023-05-08T23:01:07.138Z
5.26725,5.26725,,2111234935,2023-05-09T23:01:30.052Z
5.02966,5.02966,,2108021593,2023-05-10T23:01:07.573Z
6.67312,6.67312,,2049949245,2023-05-11T23:01:22.286Z
5.07551,5.07551,,2065830677,2023-05-12T23:01:28.682Z
4.68665,4.68665,,2064111721,2023-05-13T23:01:25.169Z
4.73205,4.73205,,2062880948,2023-05-14T23:01:45.810Z
4.86877,4.86877,,2072815124,2023-05-15T23:01:09.585Z
5.29938,5.29938,,2065852732,2023-05-16T23:01:50.680Z
4.20283,4.20283,,2065707105,2023-05-17T23:01:10.143Z
4.69226,4.69226,,2048571126,2023-05-18T23:01:18.247Z
5.00508,5.00508,,2049170505,2023-05-19T23:01:19.879Z
3.77452,3.77452,,2055035804,2023-05-20T23:01:35.769Z
3.72732,3.72732,,2045028491,2023-05-21T23:01:15.768Z
4.40556,4.40556,,2061756709,2023-05-22T23:01:13.794Z
4.66748,4.66748,,2086724100,2023-05-23T23:01:28.433Z
4.28452,4.28452,,2025012415,2023-05-24T23:01:21.934Z
4.63115,4.63115,,2042622966,2023-05-25T23:01:17.437Z
3.89644,3.89644,,2074545088,2023-05-26T23:01:33.583Z
4.2777,4.2777,,2078979449,2023-05-27T23:01:23.418Z
3.72598,3.72598,,2165048600,2023-05-28T23:01:41.064Z
