APY,APY_BASE,APY_REWARD,TVL,DATE
3.8,3.8,,14992833491,2023-08-13T23:02:15.743Z
3.8,3.8,,14934294403,2023-08-14T23:01:58.871Z
3.8,3.8,,14851919166,2023-08-15T23:01:49.144Z
3.8,3.8,,14700077357,2023-08-16T23:01:55.224Z
3.8,3.8,,13374099524,2023-08-17T23:01:45.309Z
4,4,,13578011052,2023-08-18T23:02:33.798Z
4,4,,13679202464,2023-08-19T23:01:31.870Z
4,4,,13815533540,2023-08-20T23:01:54.540Z
4.1,4.1,,13803739456,2023-08-21T23:01:55.237Z
4,4,,13395928704,2023-08-22T23:02:02.096Z
4,4,,13672815226,2023-08-23T12:02:08.701Z
4,4,,13824935039,2023-08-24T23:01:57.307Z
4,4,,13822755099,2023-08-25T23:01:57.727Z
3.8,3.8,,13836636769,2023-08-26T23:01:32.322Z
3.7,3.7,,13881530102,2023-08-27T23:01:46.647Z
3.8,3.8,,13934257171,2023-08-28T23:02:17.041Z
3.8,3.8,,14722074923,2023-08-29T23:02:08.963Z
3.8,3.8,,14513329111,2023-08-30T23:02:15.405Z
3.8,3.8,,14032180979,2023-08-31T23:01:50.926Z
3.8,3.8,,13876886142,2023-09-01T23:01:54.995Z
3.7,3.7,,13958824315,2023-09-02T23:02:31.852Z
3.7,3.7,,13975919695,2023-09-03T23:02:09.648Z
3.7,3.7,,13866748080,2023-09-04T23:02:03.493Z
3.7,3.7,,13967571000,2023-09-05T23:02:18.816Z
3.6,3.6,,13970318633,2023-09-06T23:01:41.065Z
3.6,3.6,,14169315704,2023-09-07T23:01:52.330Z
3.6,3.6,,14045647489,2023-09-08T23:02:01.471Z
3.6,3.6,,14049050925,2023-09-09T23:01:53.823Z
3.7,3.7,,13955271543,2023-09-10T23:01:50.068Z
3.7,3.7,,13343453068,2023-09-11T23:01:43.630Z
3.8,3.8,,13785248596,2023-09-12T23:01:56.848Z
3.8,3.8,,13879950122,2023-09-13T23:01:53.160Z
3.7,3.7,,14057594564,2023-09-14T23:02:05.349Z
3.7,3.7,,14114960131,2023-09-15T23:01:55.406Z
3.6,3.6,,14153368317,2023-09-16T23:01:48.643Z
3.6,3.6,,13981493703,2023-09-17T23:01:57.754Z
3.6,3.6,,14215283214,2023-09-18T23:01:26.207Z
3.6,3.6,,14264640206,2023-09-19T23:01:54.163Z
3.6,3.6,,14128241306,2023-09-20T23:02:04.056Z
3.6,3.6,,13789892101,2023-09-21T23:02:06.902Z
3.6,3.6,,13884326230,2023-09-22T23:01:58.910Z
3.6,3.6,,13895682649,2023-09-23T23:02:33.782Z
3.5,3.5,,13851150619,2023-09-24T23:01:29.588Z
3.6,3.6,,13835568829,2023-09-25T23:01:40.814Z
3.6,3.6,,13885590804,2023-09-26T23:01:33.471Z
3.6,3.6,,13949989210,2023-09-27T23:01:45.456Z
3.5,3.5,,14428202205,2023-09-28T23:02:02.845Z
3.5,3.5,,14605671694,2023-09-29T23:02:10.713Z
3.5,3.5,,14719874125,2023-09-30T23:01:46.679Z
3.5,3.5,,14734203793,2023-10-01T23:02:07.839Z
3.5,3.5,,14542703895,2023-10-02T23:01:37.234Z
3.6,3.6,,14533845697,2023-10-03T23:01:55.383Z
3.6,3.6,,14510015876,2023-10-04T23:01:45.164Z
3.6,3.6,,14270638483,2023-10-05T23:01:48.033Z
3.6,3.6,,14579420437,2023-10-06T23:01:43.326Z
3.5,3.5,,14398705958,2023-10-07T23:01:50.094Z
3.5,3.5,,14447474416,2023-10-08T23:01:40.437Z
3.4,3.4,,13935228582,2023-10-09T23:01:32.180Z
3.4,3.4,,13815001735,2023-10-10T23:01:53.522Z
3.3,3.3,,13785380058,2023-10-11T23:02:04.889Z
3.3,3.3,,13560728740,2023-10-12T23:01:48.964Z
3.3,3.3,,13757708256,2023-10-13T23:01:51.943Z
3.3,3.3,,13744564559,2023-10-14T23:02:06.106Z
3.3,3.3,,13767392070,2023-10-15T23:01:33.105Z
3.3,3.3,,14056132064,2023-10-16T23:01:56.721Z
3.4,3.4,,13782074757,2023-10-17T23:02:16.713Z
3.5,3.5,,13774496019,2023-10-18T23:02:02.630Z
3.6,3.6,,13816376626,2023-10-19T23:02:30.174Z
3.6,3.6,,14204594946,2023-10-20T23:01:42.807Z
3.6,3.6,,14407011457,2023-10-21T23:02:33.919Z
3.7,3.7,,14472835509,2023-10-22T23:02:08.131Z
3.7,3.7,,15112944899,2023-10-23T23:02:46.633Z
3.8,3.8,,15623606476,2023-10-24T23:01:53.328Z
3.6,3.6,,15746769109,2023-10-25T23:01:13.286Z
3.7,3.7,,15859313343,2023-10-26T23:01:10.914Z
3.7,3.7,,15637891985,2023-10-27T23:01:17.192Z
3.8,3.8,,15651387910,2023-10-28T23:01:21.325Z
3.8,3.8,,15843353945,2023-10-29T23:01:19.327Z
3.8,3.8,,15917609456,2023-10-30T23:01:21.169Z
3.8,3.8,,15931207535,2023-10-31T23:01:13.777Z
3.8,3.8,,16279550913,2023-11-01T23:01:13.958Z
3.8,3.8,,15988110784,2023-11-02T23:01:44.026Z
3.8,3.8,,16175225139,2023-11-03T23:01:24.948Z
3.7,3.7,,16326288774,2023-11-04T23:01:40.691Z
3.7,3.7,,16675754548,2023-11-05T23:01:26.206Z
3.7,3.7,,16899011451,2023-11-06T23:01:17.124Z
3.7,3.7,,16809888837,2023-11-07T23:02:02.026Z
3.7,3.7,,16903230076,2023-11-08T23:01:36.790Z
3.6,3.6,,18640962840,2023-11-09T23:01:19.655Z
3.8,3.8,,18713957645,2023-11-10T23:01:19.231Z
3.8,3.8,,18273188666,2023-11-11T23:01:19.914Z
3.9,3.9,,18443652875,2023-11-12T23:01:21.674Z
3.9,3.9,,18457953119,2023-11-13T23:01:22.469Z
4,4,,17697307875,2023-11-14T23:01:20.972Z
4,4,,18335659005,2023-11-15T23:01:21.516Z
4,4,,18095706218,2023-11-16T15:01:20.224Z
